ID,x,tx,T,num
2165,0,0,28,1
2166,5,18.43,28,1
2167,0,0,28,1
2168,1,8.43,28,1
2169,0,0,28,1
2170,1,1.43,28,1
2171,0,0,28,1
2172,1,3.57,28,1
2173,0,0,28,1
2174,0,0,28,1
2175,1,11.29,28,1
2176,0,0,28,1
2177,3,8,28,1
2178,0,0,28,1
2179,2,20.57,27.86,1
2180,0,0,27.86,1
2181,0,0,27.86,1
2182,0,0,27.86,1
2183,2,12.57,27.86,1
2184,1,19.57,27.86,1
2185,0,0,27.86,1
2186,0,0,27.86,1
2187,0,0,27.86,1
2188,0,0,27.86,1
2189,1,0.14,27.86,1
2190,0,0,27.86,1
2191,2,25.71,27.86,1
2192,0,0,27.86,1
2193,0,0,27.86,1
2194,0,0,27.86,1
2195,0,0,27.86,1
2196,2,23.71,27.86,1
2197,0,0,27.86,1
2198,0,0,27.86,1
2199,1,7.43,27.86,1
2200,0,0,27.86,1
2201,1,23.57,27.86,1
2202,2,24.43,27.86,1
2203,0,0,27.86,1
2204,0,0,27.86,1
2205,1,1.71,27.86,1
2206,0,0,27.86,1
2207,2,7.57,27.71,1
2208,0,0,27.71,1
2209,0,0,27.71,1
2210,3,25.71,27.71,1
2211,0,0,27.71,1
2212,0,0,27.71,1
2213,0,0,27.71,1
2214,1,21.57,27.71,1
2215,0,0,27.71,1
2216,0,0,27.71,1
2217,0,0,27.71,1
2218,1,14,27.71,1
2219,0,0,27.71,1
2220,9,25.29,27.71,1
2221,3,20.14,27.71,1
2222,0,0,27.71,1
2223,0,0,27.71,1
2224,0,0,27.71,1
2225,0,0,27.71,1
2226,0,0,27.71,1
2227,0,0,27.71,1
2228,3,19.86,27.57,1
2229,0,0,27.57,1
2230,0,0,27.57,1
2231,2,26.43,27.57,1
2232,0,0,27.57,1
2233,1,27.29,27.57,1
2234,1,21.43,27.57,1
2235,1,7.71,27.57,1
2236,0,0,27.57,1
2237,0,0,27.57,1
2238,0,0,27.57,1
2239,2,6.43,27.57,1
2240,6,27.57,27.57,1
2241,0,0,27.57,1
2242,0,0,27.57,1
2243,0,0,27.57,1
2244,0,0,27.57,1
2245,0,0,27.57,1
2246,0,0,27.57,1
2247,0,0,27.43,1
2248,0,0,27.43,1
2249,0,0,27.43,1
2250,1,9.71,27.43,1
2251,0,0,27.43,1
2252,1,8.43,27.43,1
2253,0,0,27.43,1
2254,1,3.71,27.43,1
2255,0,0,27.43,1
2256,0,0,27.43,1
2257,0,0,27.43,1
2258,0,0,27.43,1
2259,0,0,27.43,1
2260,1,9,27.43,1
2261,4,23,27.43,1
2262,0,0,27.43,1
2263,0,0,27.43,1
2264,2,27,27.43,1
2265,0,0,27.43,1
2266,0,0,27.43,1
2267,0,0,27.43,1
2268,0,0,27.43,1
2269,0,0,27.43,1
2270,1,16.29,27.43,1
2271,0,0,27.29,1
2272,0,0,27.29,1
2273,0,0,27.29,1
2274,1,4.86,27.29,1
2275,0,0,27.29,1
2276,0,0,27.29,1
2277,0,0,27.29,1
2278,1,22.14,27.29,1
2279,0,0,27.29,1
2280,2,20.71,27.29,1
2281,0,0,27.29,1
2282,1,0.71,27.29,1
2283,0,0,27.29,1
2284,0,0,27.29,1
2285,6,13.29,27.29,1
2286,0,0,27.29,1
2287,0,0,27.29,1
2288,0,0,27.29,1
2289,0,0,27.29,1
2290,1,15.86,27.29,1
2291,0,0,27.29,1
2292,0,0,27.29,1
2293,2,15.43,27.29,1
2294,6,21.14,27.29,1
2295,0,0,27.14,1
2296,1,12.14,27.14,1
2297,0,0,27.14,1
2298,0,0,27.14,1
2299,0,0,27.14,1
2300,0,0,27.14,1
2301,2,19,27.14,1
2302,0,0,27.14,1
2303,7,23.43,27.14,1
2304,0,0,27.14,1
2305,1,24.43,27.14,1
2306,2,8.29,27.14,1
2307,1,6.14,27.14,1
2308,1,1.57,27.14,1
2309,1,0.43,27.14,1
2310,0,0,27.14,1
2311,0,0,27.14,1
2312,1,25.86,27.14,1
2313,5,18,27.14,1
2314,0,0,27.14,1
2315,1,7.86,27.14,1
2316,0,0,27.14,1
2317,0,0,27.14,1
2318,2,13.29,27.14,1
2319,0,0,27.14,1
2320,0,0,27.14,1
2321,0,0,27.14,1
2322,0,0,27.14,1
2323,0,0,27.14,1
2324,0,0,27.14,1
2325,1,2.57,27.14,1
2326,0,0,27.14,1
2327,0,0,27.14,1
2328,1,21.43,27,1
2329,0,0,27,1
2330,1,13.71,27,1
2331,0,0,27,1
2332,5,13,27,1
2333,1,20.43,27,1
2334,0,0,27,1
2335,1,2.57,27,1
2336,2,6.86,27,1
2337,0,0,27,1
2338,0,0,27,1
2339,1,11.71,27,1
2340,2,17.57,27,1
2341,0,0,27,1
2342,1,6.29,27,1
2343,0,0,27,1
2344,2,12,27,1
2345,0,0,27,1
2346,1,7.57,27,1
2347,2,9.86,27,1
2348,7,24.14,27,1
2349,1,9.29,27,1
2350,2,21.86,27,1
2351,0,0,27,1
2352,0,0,27,1
2353,0,0,27,1
2354,5,24.29,27,1
2355,0,0,27,1
2356,4,26.57,27,1
2357,0,0,27,1
